RelevanceID,DisorderID,OrphaCode,ExpertLink,DisorderName,DisorderType,DisorderGroup,AssociationID,DisabilityID,DisabilityName,FrequencyID,FrequencyName,TemporalityID,TemporalityName,SeverityID,SeverityName,LossOfAbility,AssociationType,Defined
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190181,61,"Managing one's health (diet, medications, prevention, needs, assistance, monitoring)",27201,Very frequent,27180,Permanent limitation,27250,Severe,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190182,63,Falling asleep,27208,Frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190183,64,Staying asleep,27208,Frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190184,65,Getting good quality sleep,27208,Frequent,27187,Acquisition delay,27250,Severe,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190185,66,Staying awake,27215,Occasional,27187,Acquisition delay,27271,Unspecified,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190186,68,"Handling stress, responsabilities, emergencies and ensuring one's safety",27201,Very frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190187,69,Handling emotions and mood,27208,Frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190188,70,Controlling one's own general behaviour,27208,Frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190189,71,Controlling one's own eating behaviour,27208,Frequent,27180,Permanent limitation,27271,Unspecified,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190190,74,Moving around outside the home,27208,Frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190191,76,Using transportation,27208,Frequent,27180,Permanent limitation,27271,Unspecified,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190192,77,Driving,27201,Very frequent,27180,Permanent limitation,27250,Severe,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190193,79,Interacting with other people,27208,Frequent,27180,Permanent limitation,27271,Unspecified,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190194,80,Making/keeping friends,27208,Frequent,27180,Permanent limitation,27271,Unspecified,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190195,81,Maintaining family relationships,27208,Frequent,27180,Permanent limitation,27271,Unspecified,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190196,82,Dealing with strangers,27208,Frequent,27180,Permanent limitation,27271,Unspecified,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190197,83,Engaging in and maintaining intimate relationships,27201,Very frequent,27180,Permanent limitation,27250,Severe,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190198,84,Engaging in sexual relationships,27201,Very frequent,27180,Permanent limitation,27250,Severe,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190199,87,Shopping,27208,Frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190200,88,Cooking/preparing meals,27201,Very frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190201,89,Doing housework,27201,Very frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190202,90,Looking after/helping others,27201,Very frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190203,92,Attending preschool,27201,Very frequent,27180,Permanent limitation,27271,Unspecified,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190204,93,Attending mainstream school,27201,Very frequent,27180,Permanent limitation,27271,Unspecified,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190205,94,Attending school in an adapted mainstream/special environment,27201,Very frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190206,95,Learning a profession (vocational training/apprenticeship) in the standard environment,27201,Very frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190207,96,Learning a profession (vocational training/apprenticeship) in an adapted mainstream/special environment,27201,Very frequent,27180,Permanent limitation,27271,Unspecified,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190208,97,Accessing higher education,27201,Very frequent,27180,Permanent limitation,27250,Severe,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190209,99,Engaging in paid work in a standard environment,27201,Very frequent,27180,Permanent limitation,27250,Severe,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190210,100,Engaging in paid work in a supported/sheltered environment,27201,Very frequent,27180,Permanent limitation,27271,Unspecified,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190211,101,Seeking employment,27201,Very frequent,27180,Permanent limitation,27250,Severe,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190212,102,Performing professional tasks,27215,Occasional,27180,Permanent limitation,27271,Unspecified,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190213,103,Handling money/managing one's own budget,27201,Very frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190214,104,Carrying out administrative procedures,27201,Very frequent,27180,Permanent limitation,27250,Severe,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190215,106,Undertaking a simple task,27201,Very frequent,27180,Permanent limitation,27271,Unspecified,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190216,107,Undertaking a complex/multiple task,27201,Very frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190217,108,Carrying out daily routines,27208,Frequent,27180,Permanent limitation,27271,Unspecified,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190218,110,Taking part in community life,27208,Frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190219,111,Playing with others,27208,Frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190220,112,Socializing,27208,Frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190221,113,Practicing sports,27201,Very frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190222,114,Participating in the arts and cultural activities,27208,Frequent,27180,Permanent limitation,27222,Low,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190223,115,Travelling,27208,Frequent,27180,Permanent limitation,27271,Unspecified,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190224,122,Light intensity,,,,,,,y,Environmental factor,n
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190225,123,Light quality,,,,,,,y,Environmental factor,n
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190226,125,Day/night cycles,,,,,,,y,Environmental factor,n
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190227,128,Sound intensity,,,,,,,y,Environmental factor,n
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190137,4,Seeing/watching,27201,Very frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190138,5,Hearing/listening,27208,Frequent,27187,Acquisition delay,27271,Unspecified,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190139,7,Acquiring language,27201,Very frequent,27187,Acquisition delay,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190140,8,Learning to read,27201,Very frequent,27187,Acquisition delay,27222,Low,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190141,9,Learning to write,27201,Very frequent,27187,Acquisition delay,27250,Severe,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190142,10,Learning to calculate,27201,Very frequent,27187,Acquisition delay,27250,Severe,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190143,12,Reading,27201,Very frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190144,13,Writing,27201,Very frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190145,14,Calculating,27201,Very frequent,27180,Permanent limitation,27250,Severe,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190146,16,Focusing attention,27201,Very frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190147,17,Memorizing and retrieving,27201,Very frequent,27180,Permanent limitation,27222,Low,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190148,18,Thinking and reasoning,27201,Very frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190149,19,Making decisions/taking initiatives/finding solutions,27201,Very frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190150,21,Being aware of time,27208,Frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190151,22,Being aware of space,27208,Frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190152,25,Receiving spoken messages,27201,Very frequent,27187,Acquisition delay,27222,Low,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190153,26,Receiving messages in sign language,,,,,,,y,Disability,n
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190154,27,Receiving nonverbal messages,27201,Very frequent,27187,Acquisition delay,27222,Low,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190155,28,Receiving written messages,27201,Very frequent,27187,Acquisition delay,27250,Severe,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190156,30,Speaking,27201,Very frequent,27187,Acquisition delay,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190157,31,Producing messages in sign language,,,,,,,y,Disability,n
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190158,32,Producing nonverbal messages,27201,Very frequent,27187,Acquisition delay,27250,Severe,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190159,33,Writing messages,27201,Very frequent,27187,Acquisition delay,27250,Severe,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190160,34,Participating in a conversation,27201,Very frequent,27187,Acquisition delay,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190161,35,Using communication devices,27201,Very frequent,27187,Acquisition delay,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190162,38,Standing,27208,Frequent,27187,Acquisition delay,27222,Low,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190163,39,Sitting,27208,Frequent,27187,Acquisition delay,27222,Low,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190164,40,Bending,27215,Occasional,27187,Acquisition delay,27222,Low,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190165,41,Transferring oneself,27215,Occasional,27187,Acquisition delay,27222,Low,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190166,43,Maintaining a standing position,27215,Occasional,27187,Acquisition delay,27222,Low,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190167,44,Maintaining head position,27215,Occasional,27187,Acquisition delay,27222,Low,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190168,46,Reaching and catching objects,27201,Very frequent,27187,Acquisition delay,27222,Low,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190169,47,Lifting and carrying objects,27201,Very frequent,27187,Acquisition delay,27222,Low,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190170,48,Handling objects (fine hand use),27201,Very frequent,27187,Acquisition delay,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190171,50,Walking short distances,27208,Frequent,27187,Acquisition delay,27222,Low,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190172,51,Walking long distances,27208,Frequent,27187,Acquisition delay,27271,Unspecified,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190173,52,"Performing vigorous activities (climbing, running, jumping, swimming,...)",27201,Very frequent,27187,Acquisition delay,27236,Moderate,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190174,54,Washing oneself,27201,Very frequent,27187,Acquisition delay,27222,Low,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190175,55,"Caring for body parts (skin, teeth, nails, hair, genitals)",27201,Very frequent,27187,Acquisition delay,27271,Unspecified,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190176,56,Regulating urination,27201,Very frequent,27187,Acquisition delay,27222,Low,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190177,57,Regulating defecation,27201,Very frequent,27187,Acquisition delay,27222,Low,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190178,58,Dressing/undressing,27208,Frequent,27187,Acquisition delay,27222,Low,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190179,59,Eating,27208,Frequent,27187,Acquisition delay,27271,Unspecified,n,Disability,y
5,230,893,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=893,WAGR syndrome,Malformation syndrome,Disorder,190180,60,Drinking,27208,Frequent,27187,Acquisition delay,27222,Low,n,Disability,y
7,3716,503,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=503,Larsen syndrome,Malformation syndrome,Disorder,196368,5,Hearing/listening,27208,Frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
7,3716,503,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=503,Larsen syndrome,Malformation syndrome,Disorder,196369,39,Sitting,27201,Very frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
7,3716,503,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=503,Larsen syndrome,Malformation syndrome,Disorder,196370,46,Reaching and catching objects,27201,Very frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
7,3716,503,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=503,Larsen syndrome,Malformation syndrome,Disorder,196371,47,Lifting and carrying objects,27201,Very frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
7,3716,503,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=503,Larsen syndrome,Malformation syndrome,Disorder,196372,50,Walking short distances,27201,Very frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
7,3716,503,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=503,Larsen syndrome,Malformation syndrome,Disorder,196373,51,Walking long distances,27201,Very frequent,27180,Permanent limitation,27250,Severe,n,Disability,y
7,3716,503,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=503,Larsen syndrome,Malformation syndrome,Disorder,196374,52,"Performing vigorous activities (climbing, running, jumping, swimming,...)",27201,Very frequent,27180,Permanent limitation,27250,Severe,n,Disability,y
7,3716,503,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=503,Larsen syndrome,Malformation syndrome,Disorder,196375,89,Doing housework,27201,Very frequent,27180,Permanent limitation,27222,Low,n,Disability,y
7,3716,503,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=503,Larsen syndrome,Malformation syndrome,Disorder,196376,113,Practicing sports,27208,Frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
7,3716,503,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=503,Larsen syndrome,Malformation syndrome,Disorder,196377,128,Sound intensity,,,,,,,y,Environmental factor,n
27,219,894,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=894,Waardenburg syndrome type 1,Clinical subtype,Subtype of disorder,40776,61,"Managing one's health (diet, medications, prevention, needs, assistance, monitoring)",27208,Frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
27,219,894,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=894,Waardenburg syndrome type 1,Clinical subtype,Subtype of disorder,40777,76,Using transportation,27208,Frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
27,219,894,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=894,Waardenburg syndrome type 1,Clinical subtype,Subtype of disorder,40778,79,Interacting with other people,27208,Frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
27,219,894,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=894,Waardenburg syndrome type 1,Clinical subtype,Subtype of disorder,40779,92,Attending preschool,27215,Occasional,27180,Permanent limitation,27222,Low,n,Disability,y
27,219,894,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=894,Waardenburg syndrome type 1,Clinical subtype,Subtype of disorder,40780,93,Attending mainstream school,27215,Occasional,27180,Permanent limitation,27236,Moderate,n,Disability,y
27,219,894,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=894,Waardenburg syndrome type 1,Clinical subtype,Subtype of disorder,40781,95,Learning a profession (vocational training/apprenticeship) in the standard environment,27215,Occasional,27180,Permanent limitation,27236,Moderate,n,Disability,y
27,219,894,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=894,Waardenburg syndrome type 1,Clinical subtype,Subtype of disorder,40782,97,Accessing higher education,27215,Occasional,27180,Permanent limitation,27236,Moderate,n,Disability,y
27,219,894,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=894,Waardenburg syndrome type 1,Clinical subtype,Subtype of disorder,40783,99,Engaging in paid work in a standard environment,27215,Occasional,27180,Permanent limitation,27236,Moderate,n,Disability,y
27,219,894,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=894,Waardenburg syndrome type 1,Clinical subtype,Subtype of disorder,40784,101,Seeking employment,27208,Frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
27,219,894,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=894,Waardenburg syndrome type 1,Clinical subtype,Subtype of disorder,40785,102,Performing professional tasks,27215,Occasional,27180,Permanent limitation,27236,Moderate,n,Disability,y
27,219,894,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=894,Waardenburg syndrome type 1,Clinical subtype,Subtype of disorder,40786,104,Carrying out administrative procedures,27208,Frequent,27180,Permanent limitation,27236,Moderate,n,Disability,y
27,219,894,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=894,Waardenburg syndrome type 1,Clinical subtype,Subtype of disorder,40787,110,Taking part in community life,27215,Occasional,27180,Permanent limitation,27222,Low,n,Disability,y
27,219,894,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=894,Waardenburg syndrome type 1,Clinical subtype,Subtype of disorder,40788,111,Playing with others,27215,Occasional,27180,Permanent limitation,27222,Low,n,Disability,y
27,219,894,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=894,Waardenburg syndrome type 1,Clinical subtype,Subtype of disorder,40789,114,Participating in the arts and cultural activities,27215,Occasional,27180,Permanent limitation,27236,Moderate,n,Disability,y
27,219,894,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=894,Waardenburg syndrome type 1,Clinical subtype,Subtype of disorder,40790,115,Travelling,27215,Occasional,27180,Permanent limitation,27236,Moderate,n,Disability,y
