DisorderID,OrphaCode,DisorderName,ExpertLink,TargetDisorderID,TargetOrphaCode,TargetName,RootDisorderID,RootCycle,AssociationTypeID,AssociationTypeName
18854,217396,Progressive polyneuropathy with bilateral striatal necrosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217396,13024,98006,Rare neurologic disease,18854,true,21485,Preferential parent
3424,982,Pulmonary valve agenesis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=982,12469,93890,Rare developmental defect during embryogenesis,3424,true,21485,Preferential parent
18849,217371,Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217371,10772,57146,Rare hepatic disease,18849,true,21485,Preferential parent
18848,217346,19q13.11 microdeletion syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217346,12469,93890,Rare developmental defect during embryogenesis,18848,true,21485,Preferential parent
3425,980,Absence of the pulmonary artery,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=980,12469,93890,Rare developmental defect during embryogenesis,3425,true,21485,Preferential parent
18851,217382,Neurodegenerative syndrome due to cerebral folate transport deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217382,13024,98006,Rare neurologic disease,18851,true,21485,Preferential parent
3426,1054,Aneurysm of sinus of Valsalva,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1054,12469,93890,Rare developmental defect during embryogenesis,3426,true,21485,Preferential parent
3427,1081,Coronary artery congenital malformation,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1081,12469,93890,Rare developmental defect during embryogenesis,3427,true,21485,Preferential parent
18850,217377,Microduplication Xp11.22p11.23 syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217377,12469,93890,Rare developmental defect during embryogenesis,18850,true,21485,Preferential parent
3453,3091,Congenital systemic veins anomaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3091,12469,93890,Rare developmental defect during embryogenesis,3453,true,21485,Preferential parent
18876,217613,Mitochondrial disease with dilated cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217613,12948,97929,Rare cardiac disease,18876,true,21485,Preferential parent
18877,217616,Fatty acid oxidation and ketogenesis disorder with dilated cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217616,12948,97929,Rare cardiac disease,18877,true,21485,Preferential parent
18878,217619,Syndrome associated with dilated cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217619,12948,97929,Rare cardiac disease,18878,true,21485,Preferential parent
3455,3093,Congenital aortic valve stenosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3093,12469,93890,Rare developmental defect during embryogenesis,3455,true,21485,Preferential parent
18879,217622,Sensorineural deafness with dilated cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217622,12948,97929,Rare cardiac disease,18879,true,21485,Preferential parent
3454,3092,Fixed subaortic stenosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3092,12469,93890,Rare developmental defect during embryogenesis,3454,true,21485,Preferential parent
18873,217604,Dilated cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217604,12948,97929,Rare cardiac disease,18873,true,21485,Preferential parent
3448,2299,Aortic arch interruption,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2299,12469,93890,Rare developmental defect during embryogenesis,3448,true,21485,Preferential parent
3451,3427,Double outlet left ventricle,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3427,12469,93890,Rare developmental defect during embryogenesis,3451,true,21485,Preferential parent
18874,217607,Familial dilated cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217607,12948,97929,Rare cardiac disease,18874,true,21485,Preferential parent
18875,217610,Neuromuscular disease with dilated cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217610,12948,97929,Rare cardiac disease,18875,true,21485,Preferential parent
3450,3426,Double outlet right ventricle,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3426,12469,93890,Rare developmental defect during embryogenesis,3450,true,21485,Preferential parent
3445,439,Isolated right ventricular hypoplasia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=439,12469,93890,Rare developmental defect during embryogenesis,3445,true,21485,Preferential parent
18868,217587,Mitochondrial disease with hypertrophic cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217587,12948,97929,Rare cardiac disease,18868,true,21485,Preferential parent
18869,217591,Fatty acid oxidation and ketogenesis disorder with hypertrophic cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217591,12948,97929,Rare cardiac disease,18869,true,21485,Preferential parent
3444,422,Idiopathic/heritable pulmonary arterial hypertension,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=422,12974,97955,Rare respiratory disease,3444,true,21485,Preferential parent
18870,217595,Syndrome associated with hypertrophic cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217595,12948,97929,Rare cardiac disease,18870,true,21485,Preferential parent
3447,2447,Congenital mitral malformation,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2447,12469,93890,Rare developmental defect during embryogenesis,3447,true,21485,Preferential parent
18871,217598,Non-familial hypertrophic cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217598,12948,97929,Rare cardiac disease,18871,true,21485,Preferential parent
3441,2038,Pulmonary arteriovenous malformation,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2038,12469,93890,Rare developmental defect during embryogenesis,3441,true,21485,Preferential parent
18864,217569,Rare hypertrophic cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217569,12948,97929,Rare cardiac disease,18864,true,21485,Preferential parent
3440,2037,Congenital aortopulmonary window,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2037,12469,93890,Rare developmental defect during embryogenesis,3440,true,21485,Preferential parent
18865,217572,Glycogen storage disease with hypertrophic cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217572,12948,97929,Rare cardiac disease,18865,true,21485,Preferential parent
3443,2041,Coronary arterial fistula,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2041,12469,93890,Rare developmental defect during embryogenesis,3443,true,21485,Preferential parent
18866,217581,Lysosomal disease with hypertrophic cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217581,12948,97929,Rare cardiac disease,18866,true,21485,Preferential parent
3442,2039,Congenital systemic arteriovenous fistula,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2039,12469,93890,Rare developmental defect during embryogenesis,3442,true,21485,Preferential parent
3338,282,Frontotemporal dementia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=282,13024,98006,Rare neurologic disease,3338,true,21485,Preferential parent
18889,217720,Non-familial restrictive cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217720,12948,97929,Rare cardiac disease,18889,true,21485,Preferential parent
3336,331,Congenital factor XIII deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=331,13010,97992,Rare hematologic disease,3336,true,21485,Preferential parent
3343,159,Carnitine-acylcarnitine translocase deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=159,10507,68367,Rare inborn errors of metabolism,3343,true,21485,Preferential parent
3340,542,Primary cutaneous lymphoma,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=542,19592,250908,Rare neoplastic disease,3340,true,21485,Preferential parent
3341,707,Plague,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=707,10557,68416,Rare infectious disease,3341,true,21485,Preferential parent
18883,217638,Lysosomal disease with restrictive cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217638,12948,97929,Rare cardiac disease,18883,true,21485,Preferential parent
18882,217635,Familial restrictive cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217635,12948,97929,Rare cardiac disease,18882,true,21485,Preferential parent
3331,335,Congenital fibrinogen deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=335,13010,97992,Rare hematologic disease,3331,true,21485,Preferential parent
18881,217632,Restrictive cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217632,12948,97929,Rare cardiac disease,18881,true,21485,Preferential parent
18880,217629,Non-familial dilated cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217629,12948,97929,Rare cardiac disease,18880,true,21485,Preferential parent
18887,217678,Unclassified cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217678,12948,97929,Rare cardiac disease,18887,true,21485,Preferential parent
3335,79,Congenital alpha2-antiplasmin deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=79,13010,97992,Rare hematologic disease,3335,true,21485,Preferential parent
18885,217656,Inherited isolated arrhythmogenic cardiomyopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=217656,12948,97929,Rare cardiac disease,18885,true,21485,Preferential parent
3332,1070,Anisakiasis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1070,10557,68416,Rare infectious disease,3332,true,21485,Preferential parent
3333,1467,Cogan syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1467,13041,98023,Rare systemic or rheumatologic disease,3333,true,21485,Preferential parent
3355,2157,Histidinemia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2157,10507,68367,Rare inborn errors of metabolism,3355,true,21485,Preferential parent
18906,220402,Limited cutaneous systemic sclerosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220402,13041,98023,Rare systemic or rheumatologic disease,18906,true,21485,Preferential parent
3354,3124,Saccharopinuria,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3124,10507,68367,Rare inborn errors of metabolism,3354,true,21485,Preferential parent
18907,220407,Limited systemic sclerosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220407,13041,98023,Rare systemic or rheumatologic disease,18907,true,21485,Preferential parent
18904,220386,Semilobar holoprosencephaly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220386,12469,93890,Rare developmental defect during embryogenesis,18904,true,21485,Preferential parent
3353,2203,Hyperlysinemia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2203,10507,68367,Rare inborn errors of metabolism,3353,true,21485,Preferential parent
18905,220393,Diffuse cutaneous systemic sclerosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220393,13041,98023,Rare systemic or rheumatologic disease,18905,true,21485,Preferential parent
3359,332,Congenital intrinsic factor deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=332,13010,97992,Rare hematologic disease,3359,true,21485,Preferential parent
18910,220448,Macrothrombocytopenia with mitral valve insufficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220448,13010,97992,Rare hematologic disease,18910,true,21485,Preferential parent
3358,2967,Transcobalamin I deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2967,10507,68367,Rare inborn errors of metabolism,3358,true,21485,Preferential parent
18911,220452,Isolated hereditary giant platelet disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220452,13010,97992,Rare hematologic disease,18911,true,21485,Preferential parent
18908,220436,Quebec platelet disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220436,13010,97992,Rare hematologic disease,18908,true,21485,Preferential parent
3356,2195,Dicarboxylic aminoaciduria,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2195,10507,68367,Rare inborn errors of metabolism,3356,true,21485,Preferential parent
18909,220443,Bleeding diathesis due to thromboxane synthesis deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220443,13010,97992,Rare hematologic disease,18909,true,21485,Preferential parent
18898,218436,Rare cardiac rhythm disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=218436,12948,97929,Rare cardiac disease,18898,true,21485,Preferential parent
18899,218439,Non-genetic cardiac rhythm disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=218439,12948,97929,Rare cardiac disease,18899,true,21485,Preferential parent
3351,2170,Methylcobalamin deficiency type cblG,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2170,10507,68367,Rare inborn errors of metabolism,3351,true,21485,Preferential parent
18903,220295,Xeroderma pigmentosum-Cockayne syndrome complex,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220295,11896,89826,Rare skin disease,18903,true,21485,Preferential parent
3349,414,Gyrate atrophy of choroid and retina,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=414,12984,97966,Rare ophthalmic disorder,3349,true,21485,Preferential parent
3369,622,Homocystinuria without methylmalonic aciduria,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=622,10507,68367,Rare inborn errors of metabolism,3369,true,21485,Preferential parent
3370,927,Hyperammonemia due to N-acetylglutamate synthase deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=927,10507,68367,Rare inborn errors of metabolism,3370,true,21485,Preferential parent
3372,3402,Transient tyrosinemia of the newborn,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3402,10507,68367,Rare inborn errors of metabolism,3372,true,21485,Preferential parent
3374,2880,Phosphoenolpyruvate carboxykinase deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2880,10507,68367,Rare inborn errors of metabolism,3374,true,21485,Preferential parent
3360,941,D-glyceric aciduria,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=941,10507,68367,Rare inborn errors of metabolism,3360,true,21485,Preferential parent
18913,220465,Laron syndrome with immunodeficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220465,12996,97978,Rare endocrine disease,18913,true,21485,Preferential parent
18912,220460,Attenuated familial adenomatous polyposis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220460,12954,97935,Rare gastroenterologic disease,18912,true,21485,Preferential parent
18915,220489,Rare hereditary hemochromatosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220489,10507,68367,Rare inborn errors of metabolism,18915,true,21485,Preferential parent
3362,19,2-hydroxyglutaric aciduria,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=19,10507,68367,Rare inborn errors of metabolism,3362,true,21485,Preferential parent
3363,2843,Pentosuria,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2843,10507,68367,Rare inborn errors of metabolism,3363,true,21485,Preferential parent
18917,220497,Joubert syndrome with renal defect,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220497,12469,93890,Rare developmental defect during embryogenesis,18917,true,21485,Preferential parent
3365,212,Cystathioninuria,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=212,10507,68367,Rare inborn errors of metabolism,3365,true,21485,Preferential parent
18916,220493,Joubert syndrome with ocular defect,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=220493,12469,93890,Rare developmental defect during embryogenesis,18916,true,21485,Preferential parent
3366,470,Lysinuric protein intolerance,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=470,10507,68367,Rare inborn errors of metabolism,3366,true,21485,Preferential parent
18936,221074,Marchiafava-Bignami disease,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221074,13024,98006,Rare neurologic disease,18936,true,21485,Preferential parent
18937,221078,Combined hyperactive dysfunction syndrome of the cranial nerves,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221078,13024,98006,Rare neurologic disease,18937,true,21485,Preferential parent
3384,145,Hereditary breast and/or ovarian cancer syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=145,19592,250908,Rare neoplastic disease,3384,true,21485,Preferential parent
3387,2965,Prolactinoma,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2965,12996,97978,Rare endocrine disease,3387,true,21485,Preferential parent
18938,221083,Hemifacial spasm,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221083,13024,98006,Rare neurologic disease,18938,true,21485,Preferential parent
18939,221091,Trigeminal neuralgia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221091,13024,98006,Rare neurologic disease,18939,true,21485,Preferential parent
3386,538,Lymphangioleiomyomatosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=538,12974,97955,Rare respiratory disease,3386,true,21485,Preferential parent
18940,221098,Glossopharyngeal neuralgia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221098,13024,98006,Rare neurologic disease,18940,true,21485,Preferential parent
3388,2942,Postpoliomyelitis syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2942,13024,98006,Rare neurologic disease,3388,true,21485,Preferential parent
3391,1578,Pterin-4 alpha-carbinolamine dehydratase deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1578,10507,68367,Rare inborn errors of metabolism,3391,true,21485,Preferential parent
18942,221109,Cranial neuralgia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221109,13024,98006,Rare neurologic disease,18942,true,21485,Preferential parent
18943,221114,Acquired peripheral movement disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221114,13024,98006,Rare neurologic disease,18943,true,21485,Preferential parent
3377,3208,Isolated succinate-CoQ reductase deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3208,10507,68367,Rare inborn errors of metabolism,3377,true,21485,Preferential parent
18929,221008,Rothmund-Thomson syndrome type 1,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221008,12469,93890,Rare developmental defect during embryogenesis,18929,true,21485,Preferential parent
3376,24,Fumaric aciduria,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=24,10507,68367,Rare inborn errors of metabolism,3376,true,21485,Preferential parent
18930,221016,Rothmund-Thomson syndrome type 2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221016,12469,93890,Rare developmental defect during embryogenesis,18930,true,21485,Preferential parent
3379,1561,Fatal infantile cytochrome C oxidase deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1561,10507,68367,Rare inborn errors of metabolism,3379,true,21485,Preferential parent
18931,221039,"Hereditary sclerosing poikiloderma, Weary type",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221039,11896,89826,Rare skin disease,18931,true,21485,Preferential parent
3378,1460,Isolated complex III deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1460,10507,68367,Rare inborn errors of metabolism,3378,true,21485,Preferential parent
3381,851,Paris-Trousseau thrombocytopenia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=851,13010,97992,Rare hematologic disease,3381,true,21485,Preferential parent
18932,221043,Hereditary fibrosing poikiloderma-tendon contractures-myopathy-pulmonary fibrosis syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221043,11896,89826,Rare skin disease,18932,true,21485,Preferential parent
18933,221046,Poikiloderma with neutropenia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221046,11896,89826,Rare skin disease,18933,true,21485,Preferential parent
3383,745,Severe hereditary thrombophilia due to congenital protein C deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=745,13010,97992,Rare hematologic disease,3383,true,21485,Preferential parent
18934,221054,Acrocephalopolydactyly,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221054,12469,93890,Rare developmental defect during embryogenesis,18934,true,21485,Preferential parent
18935,221061,Familial cerebral cavernous malformation,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221061,12469,93890,Rare developmental defect during embryogenesis,18935,true,21485,Preferential parent
3382,849,Glanzmann thrombasthenia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=849,13010,97992,Rare hematologic disease,3382,true,21485,Preferential parent
18978,225154,Familial infantile bilateral striatal necrosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=225154,12469,93890,Rare developmental defect during embryogenesis,18978,true,21485,Preferential parent
18976,225123,TFR2-related hemochromatosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=225123,10507,68367,Rare inborn errors of metabolism,18976,true,21485,Preferential parent
18977,225147,Sporadic infantile bilateral striatal necrosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=225147,12469,93890,Rare developmental defect during embryogenesis,18977,true,21485,Preferential parent
18965,222628,Hereditary poikiloderma,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=222628,11896,89826,Rare skin disease,18965,true,21485,Preferential parent
18973,223713,Mitochondrial oxidative phosphorylation disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=223713,10507,68367,Rare inborn errors of metabolism,18973,true,21485,Preferential parent
18975,223735,Lymphoma,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=223735,19592,250908,Rare neoplastic disease,18975,true,21485,Preferential parent
18974,223727,Bone sarcoma,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=223727,19592,250908,Rare neoplastic disease,18974,true,21485,Preferential parent
18944,221117,Gerstmann syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221117,13024,98006,Rare neurologic disease,18944,true,21485,Preferential parent
18945,221120,Pseudoaminopterin syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221120,12469,93890,Rare developmental defect during embryogenesis,18945,true,21485,Preferential parent
18946,221126,Fowler vasculopathy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221126,12469,93890,Rare developmental defect during embryogenesis,18946,true,21485,Preferential parent
18947,221139,Combined immunodeficiency with facio-oculo-skeletal anomalies,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221139,12469,93890,Rare developmental defect during embryogenesis,18947,true,21485,Preferential parent
18948,221142,Confetti-like macular atrophy,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221142,11896,89826,Rare skin disease,18948,true,21485,Preferential parent
18949,221145,"Cutis laxa with severe pulmonary, gastrointestinal and urinary anomalies",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221145,12469,93890,Rare developmental defect during embryogenesis,18949,true,21485,Preferential parent
19062,228003,Severe combined immunodeficiency due to CORO1A deficiency,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228003,13022,98004,Rare immune disease,19062,true,21485,Preferential parent
3764,3398,Thymic epithelial neoplasm,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3398,19592,250908,Rare neoplastic disease,3764,true,21485,Preferential parent
19061,228000,Idiopathic CD4 lymphocytopenia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228000,13022,98004,Rare immune disease,19061,true,21485,Preferential parent
3765,547,Non-Hodgkin lymphoma,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=547,19592,250908,Rare neoplastic disease,3765,true,21485,Preferential parent
19060,227990,Autoimmune polyendocrinopathy type 4,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=227990,12996,97978,Rare endocrine disease,19060,true,21485,Preferential parent
3762,842,Testicular seminomatous germ cell tumor,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=842,19592,250908,Rare neoplastic disease,3762,true,21485,Preferential parent
19059,227982,Autoimmune polyendocrinopathy type 3,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=227982,12996,97978,Rare endocrine disease,19059,true,21485,Preferential parent
19058,227976,"Autosomal recessive optic atrophy, OPA7 type",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=227976,12984,97966,Rare ophthalmic disorder,19058,true,21485,Preferential parent
3760,876,Yolk sac tumor,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=876,19592,250908,Rare neoplastic disease,3760,true,21485,Preferential parent
19057,227972,Toxic oil syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=227972,15031,108999,Rare disorder due to toxic effects,19057,true,21485,Preferential parent
3761,883,Extragonadal teratoma,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=883,19592,250908,Rare neoplastic disease,3761,true,21485,Preferential parent
19056,227796,Fundus albipunctatus,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=227796,12984,97966,Rare ophthalmic disorder,19056,true,21485,Preferential parent
19071,228123,Coccidioidomycosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228123,10557,68416,Rare infectious disease,19071,true,21485,Preferential parent
19070,228119,Fusariosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228119,10557,68416,Rare infectious disease,19070,true,21485,Preferential parent
19069,228116,Hughes-Stovin syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228116,13041,98023,Rare systemic or rheumatologic disease,19069,true,21485,Preferential parent
19068,228113,Anal fistula,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228113,12954,97935,Rare gastroenterologic disease,19068,true,21485,Preferential parent
3771,3399,Germ cell tumor,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3399,19592,250908,Rare neoplastic disease,3771,true,21485,Preferential parent
3768,389,Langerhans cell histiocytosis,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=389,13041,98023,Rare systemic or rheumatologic disease,3768,true,21485,Preferential parent
19064,228012,Progressive sensorineural hearing loss-hypertrophic cardiomyopathy syndrome,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=228012,13054,98036,Rare otorhinolaryngologic disease,19064,true,21485,Preferential parent
3751,616,Medulloblastoma,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=616,19592,250908,Rare neoplastic disease,3751,true,21485,Preferential parent
