DisorderID,OrphaCode,ExpertLink,DisorderName,DisorderType,DisorderGroup,PrevalenceID,Source,PrevalenceTypeID,PrevalenceTypeName,QualificationID,QualificationName,PrevalenceClassID,PrevalenceClassName,ValMoy,GeographicID,GeographicName,ValidationStatusID,ValidationStatusName
745,183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183,Eosinophilic granulomatosis with polyangiitis,Disease,Disorder,1961,ORPHANET_25805746[PMID],23669,Point prevalence,23711,Value and class,23746,1-9 / 100 000,1.56,23795,Europe,25958,Validated
745,183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183,Eosinophilic granulomatosis with polyangiitis,Disease,Disorder,1962,19797309[PMID],23676,Annual incidence,23711,Value and class,23760,<1 / 1 000 000,0.09,25335,Sweden,25958,Validated
745,183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183,Eosinophilic granulomatosis with polyangiitis,Disease,Disorder,1963,20039171[PMID]_25805746[PMID],23669,Point prevalence,23711,Value and class,23746,1-9 / 100 000,1.13,24369,France,25958,Validated
745,183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183,Eosinophilic granulomatosis with polyangiitis,Disease,Disorder,1965,17553910[PMID]_25805746[PMID],23669,Point prevalence,23711,Value and class,23746,1-9 / 100 000,1.4,25335,Sweden,25958,Validated
745,183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183,Eosinophilic granulomatosis with polyangiitis,Disease,Disorder,1966,21798892[PMID]_25805746[PMID],23676,Annual incidence,23711,Value and class,23760,<1 / 1 000 000,0.09,25475,United Kingdom,25958,Validated
745,183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183,Eosinophilic granulomatosis with polyangiitis,Disease,Disorder,1967,9805179[PMID],23669,Point prevalence,23711,Value and class,23746,1-9 / 100 000,1.3,25006,Norway,25958,Validated
745,183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183,Eosinophilic granulomatosis with polyangiitis,Disease,Disorder,1968,11156552[PMID],23676,Annual incidence,23711,Value and class,23760,<1 / 1 000 000,0.09,25293,Spain,25958,Validated
745,183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183,Eosinophilic granulomatosis with polyangiitis,Disease,Disorder,1969,18771432[PMID]_25805746[PMID],23669,Point prevalence,23711,Value and class,23746,1-9 / 100 000,2.23,23949,Australia,25958,Validated
745,183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183,Eosinophilic granulomatosis with polyangiitis,Disease,Disorder,10849,ORPHANET_19797309[PMID]_18565978[PMID]_11156552[PMID],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.18,23795,Europe,25958,Validated
745,183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183,Eosinophilic granulomatosis with polyangiitis,Disease,Disorder,10850,18771432[PMID]_9805179[PMID]_17553910[PMID]_14872461[PMID],23669,Point prevalence,23711,Value and class,23746,1-9 / 100 000,1.5,23844,Worldwide,25958,Validated
745,183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183,Eosinophilic granulomatosis with polyangiitis,Disease,Disorder,11175,11760724[PMID]_25805746[PMID],23676,Annual incidence,23711,Value and class,23760,<1 / 1 000 000,0.05,25006,Norway,25958,Validated
745,183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183,Eosinophilic granulomatosis with polyangiitis,Disease,Disorder,11176,15696553[PMID]_25805746[PMID],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.11,24418,Germany,25958,Validated
745,183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183,Eosinophilic granulomatosis with polyangiitis,Disease,Disorder,11177,15647446[PMID]_25805746[PMID],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.13,24740,Lithuania,25958,Validated
745,183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183,Eosinophilic granulomatosis with polyangiitis,Disease,Disorder,11178,20039171[PMID]_25805746[PMID],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.12,24369,France,25958,Validated
745,183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183,Eosinophilic granulomatosis with polyangiitis,Disease,Disorder,11179,25805746[PMID],23676,Annual incidence,23711,Value and class,23760,<1 / 1 000 000,0.06,25426,Turkey,25958,Validated
745,183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183,Eosinophilic granulomatosis with polyangiitis,Disease,Disorder,11180,25805746[PMID],23676,Annual incidence,23711,Value and class,23760,<1 / 1 000 000,0.014,25062,Peru,25958,Validated
745,183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183,Eosinophilic granulomatosis with polyangiitis,Disease,Disorder,11181,24425780[PMID]_25805746[PMID],23669,Point prevalence,23711,Value and class,23746,1-9 / 100 000,2.4,24418,Germany,25958,Validated
745,183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183,Eosinophilic granulomatosis with polyangiitis,Disease,Disorder,11182,24289197[PMID]_25805746[PMID],23669,Point prevalence,23711,Value and class,23746,1-9 / 100 000,1.78,24621,Japan,25958,Validated
745,183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183,Eosinophilic granulomatosis with polyangiitis,Disease,Disorder,13965,28881446[PMID],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.4,25482,United States,25958,Validated
744,1164,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1164,Allergic bronchopulmonary aspergillosis,Disease,Disorder,1960,ORPHANET,23669,Point prevalence,23704,Class only,23774,Unknown,0.0,23844,Worldwide,25958,Validated
751,2406,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2406,Locked-in syndrome,Clinical syndrome,Disorder,1982,ORPHANET,23697,Cases/families,23718,Case(s),,,33.0,23844,Worldwide,25958,Validated
751,2406,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2406,Locked-in syndrome,Clinical syndrome,Disorder,1983,ORPHANET,23669,Point prevalence,23704,Class only,23760,<1 / 1 000 000,0.0,23844,Worldwide,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,1979,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.12,23795,Europe,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,1980,ORPHANET,23669,Point prevalence,23704,Class only,23739,1-9 / 1 000 000,0.0,23795,Europe,25965,Not yet validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,1981,23337900[PMID],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.92,24369,France,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14168,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.12,23956,Austria,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14169,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.12,24005,Belgium,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14170,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.18,24089,Bulgaria,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14171,European Centre for Disease prevention and Control 2013-2015[INST],23676,Annual incidence,23711,Value and class,23746,1-9 / 100 000,1.13,24236,Croatia,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14172,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.22,24257,Czech Republic,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14173,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.12,24264,Denmark,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14174,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.24,24327,Estonia,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14175,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23760,<1 / 1 000 000,0.02,24362,Finland,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14176,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.12,24418,Germany,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14177,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.22,24439,Greece,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14178,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.16,24544,Hungary,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14179,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.36,24586,Ireland,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14180,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.1,24607,Italy,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14181,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.14,24698,Latvia,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14182,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.3,24740,Lithuania,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14183,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23760,<1 / 1 000 000,0.04,24747,Luxembourg,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14184,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.42,24803,Malta,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14185,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.36,24936,Netherlands,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14186,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.38,25090,Portugal,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14187,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.38,25118,Romania,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14188,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.12,25251,Slovakia,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14189,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.52,25258,Slovenia,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14190,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23760,<1 / 1 000 000,0.04,25335,Sweden,25958,Validated
750,509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509,Leptospirosis,Disease,Disorder,14191,European Centre for Disease prevention and Control 2011-2015[INST],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.1,25475,United Kingdom,25958,Validated
749,761,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=761,Immunoglobulin A vasculitis,Disease,Disorder,17296,36263029[PMID],23676,Annual incidence,23711,Value and class,23753,6-9 / 10 000,55.9,24670,"Korea, Republic of",25958,Validated
749,761,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=761,Immunoglobulin A vasculitis,Disease,Disorder,17290,36263029[PMID],23676,Annual incidence,23711,Value and class,23732,1-5 / 10 000,30.0,24369,France,25958,Validated
749,761,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=761,Immunoglobulin A vasculitis,Disease,Disorder,17291,36263029[PMID],23676,Annual incidence,23711,Value and class,23746,1-9 / 100 000,6.79,24236,Croatia,25958,Validated
749,761,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=761,Immunoglobulin A vasculitis,Disease,Disorder,17292,36263029[PMID],23676,Annual incidence,23711,Value and class,23732,1-5 / 10 000,13.0,25475,United Kingdom,25958,Validated
749,761,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=761,Immunoglobulin A vasculitis,Disease,Disorder,17293,36263029[PMID],23676,Annual incidence,23711,Value and class,23746,1-9 / 100 000,6.1,24936,Netherlands,25958,Validated
749,761,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=761,Immunoglobulin A vasculitis,Disease,Disorder,17294,36263029[PMID],23676,Annual incidence,23711,Value and class,23732,1-5 / 10 000,17.55,25335,Sweden,25958,Validated
749,761,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=761,Immunoglobulin A vasculitis,Disease,Disorder,17295,36263029[PMID],23676,Annual incidence,23711,Value and class,23746,1-9 / 100 000,12.9,25356,"Taiwan, Province of China",25958,Validated
749,761,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=761,Immunoglobulin A vasculitis,Disease,Disorder,1978,36263029[PMID]_ORPHANET,23669,Point prevalence,23704,Class only,23774,Unknown,0.0,23844,Worldwide,25958,Validated
748,2131,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2131,Alternating hemiplegia of childhood,Disease,Disorder,1975,24100174[PMID],23683,Prevalence at birth,23711,Value and class,23739,1-9 / 1 000 000,0.94,24264,Denmark,25958,Validated
748,2131,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2131,Alternating hemiplegia of childhood,Disease,Disorder,1976,ORPHANET,23669,Point prevalence,23704,Class only,23774,Unknown,0.0,23844,Worldwide,25965,Not yet validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,8487,RARECARE surveillance of rare cancers in Europe[REG]_21493798[PMID],23676,Annual incidence,23711,Value and class,23746,1-9 / 100 000,5.2,23795,Europe,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,8488,European Medicines Agency 2012[INST],23669,Point prevalence,23711,Value and class,23732,1-5 / 10 000,24.0,23795,Europe,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16186,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23760,<1 / 1 000 000,0.09,24236,Croatia,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16187,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23760,<1 / 1 000 000,0.097,24698,Latvia,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16188,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23760,<1 / 1 000 000,0.02,25083,Poland,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16189,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.577,23956,Austria,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16190,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.539,24005,Belgium,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16191,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.158,24089,Bulgaria,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16192,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.341,24257,Czech Republic,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16193,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.185,24327,Estonia,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16194,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.326,24418,Germany,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16195,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.767,24551,Iceland,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16196,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.647,24586,Ireland,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16197,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.323,24740,Lithuania,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16198,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.431,25006,Norway,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16199,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.355,25090,Portugal,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16200,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.273,25251,Slovakia,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16201,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.225,25258,Slovenia,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16202,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.594,25293,Spain,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16203,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.231,25342,Switzerland,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16204,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.441,24936,Netherlands,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16205,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.197,25475,United Kingdom,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16206,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23746,1-9 / 100 000,1.163,24607,Italy,25958,Validated
17954,171901,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901,Primary cutaneous T-cell lymphoma,Category,Group of disorders,16207,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23746,1-9 / 100 000,1.57,24803,Malta,25958,Validated
739,713,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=713,Glycogen storage disease due to phosphoglycerate kinase 1 deficiency,Disease,Disorder,1956,[EXPERT],23697,Cases/families,23725,Family(ies),,,30.0,23844,Worldwide,25958,Validated
739,713,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=713,Glycogen storage disease due to phosphoglycerate kinase 1 deficiency,Disease,Disorder,1957,ORPHANET_[EXPERT],23669,Point prevalence,23704,Class only,23760,<1 / 1 000 000,0.0,23844,Worldwide,25958,Validated
17955,171915,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171915,B-cell non-Hodgkin lymphoma,Category,Group of disorders,13695,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23732,1-5 / 10 000,17.45,23795,Europe,25958,Validated
738,57,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=57,Glycogen storage disease due to aldolase A deficiency,Disease,Disorder,1955,ORPHANET,23669,Point prevalence,23704,Class only,23774,Unknown,0.0,23844,Worldwide,25965,Not yet validated
743,249,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=249,Fibrous dysplasia of bone,Malformation syndrome,Disorder,1959,ORPHANET,23669,Point prevalence,23704,Class only,23774,Unknown,0.0,23844,Worldwide,25965,Not yet validated
742,2334,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2334,Autosomal dominant keratitis,Disease,Disorder,1958,ORPHANET,23669,Point prevalence,23704,Class only,23774,Unknown,0.0,23844,Worldwide,25965,Not yet validated
17956,171918,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171918,T-cell non-Hodgkin lymphoma,Category,Group of disorders,13694,RARECARE surveillance of rare cancers in Europe[REG],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.99,23795,Europe,25958,Validated
741,755,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=755,Leydig cell hypoplasia,Disease,Disorder,17759,39162678[PMID],23697,Cases/families,23718,Case(s),,,70.0,23844,Worldwide,25958,Validated
741,755,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=755,Leydig cell hypoplasia,Disease,Disorder,17760,39162678[PMID]_ORPHANET,23669,Point prevalence,23704,Class only,23760,<1 / 1 000 000,0.0,23844,Worldwide,25958,Validated
17957,171929,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171929,Trisomy 10p syndrome,Malformation syndrome,Disorder,8489,[EXPERT],23697,Cases/families,23718,Case(s),,,50.0,23844,Worldwide,25958,Validated
17957,171929,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171929,Trisomy 10p syndrome,Malformation syndrome,Disorder,8490,ORPHANET,23669,Point prevalence,23704,Class only,23774,Unknown,0.0,23844,Worldwide,25958,Validated
762,187,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=187,Citrullinemia,Category,Group of disorders,2071,ORPHANET,23669,Point prevalence,23704,Class only,23774,Unknown,0.0,23844,Worldwide,25965,Not yet validated
763,46,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=46,Adenylosuccinate lyase deficiency,Disease,Disorder,2072,18830228[PMID],23697,Cases/families,23718,Case(s),,,56.0,23844,Worldwide,25958,Validated
763,46,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=46,Adenylosuccinate lyase deficiency,Disease,Disorder,2073,ORPHANET,23669,Point prevalence,23704,Class only,23760,<1 / 1 000 000,0.0,23844,Worldwide,25958,Validated
760,442,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=442,Congenital hypothyroidism,Category,Group of disorders,2016,[EXPERT],23683,Prevalence at birth,23711,Value and class,23732,1-5 / 10 000,38.0,23795,Europe,25958,Validated
