,VEC_DIM,PMD,CMBZ,GS,DIST_A,DIST_B,DIST_C,CONFIG_TIME,COMPUTE_TIME
16779,10000.0,13.0,"[60, 40, 60]",20.0,0.002234285323198913,0.0022248586826883166,0.31445031862197836,0.28035426139831543,0.10205984115600586
16780,10000.0,13.0,"[60, 40, 60]",30.0,2.175410406230031e-06,2.1957311170298013e-06,0.9984747624433571,0.2863194942474365,0.11432528495788574
16781,10000.0,13.0,"[60, 40, 60]",40.0,2.166626584682969e-09,2.138482578205695e-09,4.6003498120213206e-07,0.2818570137023926,0.10573053359985352
16782,10000.0,14.0,"[60, 30, 60]",20.0,0.004467989021788643,0.004504350189846383,0.6992445351554555,0.575331449508667,0.15881776809692383
16783,10000.0,14.0,"[60, 30, 60]",30.0,4.376660661648352e-06,4.412761819090713e-06,0.0016115631159791216,0.577430009841919,0.19864630699157715
16784,10000.0,14.0,"[60, 30, 60]",40.0,4.343354414857346e-09,4.27976352045879e-09,1023.0937579768629,0.5125868320465088,0.15502238273620605
16785,10000.0,14.0,"[60, 40, 60]",20.0,0.00452009972549268,0.004498835353620666,0.763514450702949,0.4819638729095459,0.13516902923583984
16786,10000.0,14.0,"[60, 40, 60]",30.0,4.427874128998049e-06,4.392843952854325e-06,1.0013073180085905,0.5023391246795654,0.15939903259277344
16787,10000.0,14.0,"[60, 40, 60]",40.0,4.322742996154998e-09,4.39531881412343e-09,2.8880412794839375e-06,0.4895937442779541,0.16585969924926758
16788,10000.0,15.0,"[60, 30, 60]",20.0,0.00901453186110608,0.009028553455850073,2.0637785638436466,0.9680876731872559,0.2892336845397949
16789,10000.0,15.0,"[60, 30, 60]",30.0,8.756473275614129e-06,8.790495448126006e-06,0.0048783390691799645,0.8761725425720215,0.2729227542877197
16790,10000.0,15.0,"[60, 30, 60]",40.0,8.626431345135204e-09,8.550747653672478e-09,1023.2500964190768,0.830437183380127,0.26711511611938477
16791,10000.0,15.0,"[60, 40, 60]",20.0,0.008938995494007387,0.009109926221120536,6.923603573834441,0.8256416320800781,0.25673937797546387
16792,10000.0,15.0,"[60, 40, 60]",30.0,8.725212438642395e-06,8.867036369853094e-06,1.0027407008611189,0.8602399826049805,0.2623741626739502
16793,10000.0,15.0,"[60, 40, 60]",40.0,8.659777384484889e-09,8.691214620723904e-09,5.195542893506378e-07,0.8185389041900635,0.2622835636138916
16794,10000.0,13.0,"[60, 30, 60]",20.0,0.0022510687835676424,0.0022328850971052704,0.37713827158246827,0.2186448574066162,0.09433341026306152
16795,10000.0,13.0,"[60, 30, 60]",30.0,2.1926848025169234e-06,2.1803834209074526e-06,0.0015980997441740778,0.25935983657836914,0.09097146987915039
16796,10000.0,13.0,"[60, 30, 60]",40.0,2.134319956452729e-09,2.152470505514538e-09,1023.0468798548418,0.2494063377380371,0.09791159629821777
16797,10000.0,13.0,"[60, 40, 60]",20.0,0.0022572972423688773,0.0022378539580252704,0.11672705248905352,0.2511296272277832,0.09392690658569336
16798,10000.0,13.0,"[60, 40, 60]",30.0,2.2599421116927117e-06,2.183007556378707e-06,1.0006844364452214,0.22029829025268555,0.08471894264221191
16799,10000.0,13.0,"[60, 40, 60]",40.0,2.1860803990309923e-09,2.174708116436441e-09,2.43234009182064e-06,0.23053717613220215,0.08367323875427246
16800,10000.0,14.0,"[60, 30, 60]",20.0,0.004562794770921706,0.0044259592191689505,4.8002877424058985,0.43035125732421875,0.14916753768920898
16801,10000.0,14.0,"[60, 30, 60]",30.0,4.361031204136804e-06,4.475373130991415e-06,0.003988333446100096,0.4411284923553467,0.1343376636505127
16802,10000.0,14.0,"[60, 30, 60]",40.0,4.314513728694801e-09,4.276960556429839e-09,1023.0937543023499,0.4231398105621338,0.13959407806396484
16803,10000.0,14.0,"[60, 40, 60]",20.0,0.0044872279370855375,0.004490854478761475,3.9374601544793135,0.41724157333374023,0.12700533866882324
16804,10000.0,14.0,"[60, 40, 60]",30.0,4.451016201124341e-06,4.441092898986275e-06,0.9959022434165826,0.42769908905029297,0.14650511741638184
16805,10000.0,14.0,"[60, 40, 60]",40.0,4.304136049330683e-09,4.3416204233778685e-09,8.097491129016356e-06,0.43445420265197754,0.1336231231689453
16806,10000.0,15.0,"[60, 30, 60]",20.0,0.008889219772335907,0.009064376962190602,17.84632352661177,0.8175618648529053,0.25901341438293457
16807,10000.0,15.0,"[60, 30, 60]",30.0,8.848939548079908e-06,8.91852952293453e-06,0.0007779490566843483,0.8528280258178711,0.26294946670532227
16808,10000.0,15.0,"[60, 30, 60]",40.0,8.732587804560272e-09,8.69113737004475e-09,1023.2502131076742,0.8138647079467773,0.2548046112060547
16809,10000.0,15.0,"[60, 40, 60]",20.0,0.009022442948731429,0.009133291841403308,4.2055503642717875,0.8739950656890869,0.26273131370544434
16810,10000.0,15.0,"[60, 40, 60]",30.0,8.853165141571284e-06,8.789760284581865e-06,0.9971865053547385,0.8369088172912598,0.25218725204467773
16811,10000.0,15.0,"[60, 40, 60]",40.0,8.717511200000531e-09,8.69549596155885e-09,1.0379366794711857e-05,0.8617339134216309,0.26665258407592773
